Name,Anné de crétion,Chiffre affaires,Collaborateur,Siège,Activité,Presentation,Website,Skills,Linkedin,Twitter,Facebook,Others,Url,links
Freelance.com,Non renseigné,"
 Non renseigné
","
 100 - 249
","
 Non renseigné
","
 Cabinet de recrutement / placement
"," Sourcing et portage salariale.Nous structurons et sécurisons la rencontre entre les entreprises et les travailleurs indépendants de talent.Dans un monde où tout va plus vite, les modèles traditionnels de travail sont de moins en moins adaptés. C’est pourquoi nous voulons aider les entreprises à accéder facilement et rapidement à la communauté des freelances, dans un cadre sécurisé et avec des coûts maîtrisés. ",https://www.freelance.com,,,,,,https://www.free-work.com/fr/companies/freelance-com-11,https://www.free-work.com/fr/companies/freelance-com-11
Square IT Services,Non renseigné,"
 Non renseigné
","
 20 - 99
","
 Asnières-sur-Seine, Île-de-France
","
 ESN
"," Square IT Services est un groupe français de Conseil et d’Edition Logicielle en pleine croissance, nos équipes sont spécialisées sur les nouvelles technologies et l’édition de solutions innovantes.Nous accompagnons nos clients dans la réalisation de leurs projets grâce à des ressources rares et authentiques. Notre ambition est d’apporter des solutions uniques à nos clients grâce à l’intelligence humaine et l’expertise technique. 0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.sqits.net,,,,,,https://www.free-work.com/fr/companies/square-it-services-2,https://www.free-work.com/fr/companies/square-it-services-2
ECONOCOM APPS CLOUDS DATA,Non renseigné,"
 Non renseigné
","
 > 1 000
","
 Villeurbanne, Auvergne-Rhône-Alpes
","
 ESN
"," econocom est la “one digital company”Implantée dans 18 pays, nous sommes la seule entreprise européenne à couvrir l'ensemble des ""corps de métier"" du numérique - équipements, services et financement.Quel que soit le périmètre de votre projet (France/international), nous vous accompagnons de A à Z et coordonnons tous les volets de votre transformation digitale. Alors que les métiers du numérique sont de plus en plus complexes, notre but est de vous aider à faire les bons choix, tant technologiques, financiers qu’organisationnels. Des choix pérennes, qui respectent les besoins de vos utilisateurs finaux. ",https://www.econocom.com,,,,,,https://www.free-work.com/fr/companies/econocom-apps-clouds-data,https://www.free-work.com/fr/companies/econocom-apps-clouds-data
Ilyeum,2010,"
 Non renseigné
","
 20 - 99
","
 Paris, France
","
 ESN
"," Fondée en 2010, ILYEUM est une société de services et d’ingénierie informatique, à forte valeur ajoutée, spécialisée dans la transformation digitale et le Big Data. En s’appuyant sur notre expertise IT et notre sens de l’innovation, nous apportons à nos clients des réponses sur mesure et durables.L’ADN de notre entreprise, c’est d’ajouter une valeur humaine au savoir-faire technique. Audit, conseil, mise en œuvre et suivi des solutions installées : avec ILYEUM, vous êtes accompagnés aussi loin que vous en avez besoin.Nous sommes attentifs à la qualité des liens tissés, en interne comme en externe, car c’est eux qui assurent la solidité de notre entreprise et la confiance de nos clients. In fine, l’empathie collaborative augmente considérablement la performance globale (solutions, relations). ",https://www.ilyeum.com,,,,,,https://www.free-work.com/fr/companies/ilyeum-5,https://www.free-work.com/fr/companies/ilyeum-5
WERIN GROUP,Non renseigné,"
 Non renseigné
","
 100 - 249
","
 Paris, France
","
 ESN
"," WERIN GROUP est une Société de Conseil et de Service spécialisée dans la Qualité Logiciel et l'Assistance à Maîtrise d’Ouvrage. Fondée par des experts dans le domaine, Werin Group se positionne come un acteur incontournable sur les segments suivants : QA, AMOA, Gestion de Projet et Transformation agile.Notre implication dans les projets, dans la création de valeur pour nos clients et dans la valorisation des compétences de nos consultants, constitue l’ADN de notre cabinet. D’où son nom WERIN (We aRe IN .. Nous sommes impliqués).Cette implication, couplée à l’éthique et l’honnêteté vis à vis de tous nos interlocuteurs (clients et consultants), fait qu’aujourd’hui, notre cabinet connaît une croissance à deux chiffres et intègre de nouveaux comptes à son portefeuille client. 0 offre d’emploi en ligne 0 offre de mission en ligne",https://weringroup.com,,,,,,https://www.free-work.com/fr/companies/werin-group-1,https://www.free-work.com/fr/companies/werin-group-1
FRISBEE PROFILING,2016,"
 Non renseigné
","
 < 20
","
 Boulogne-Billancourt, Île-de-France
","
 ESN
"," FRISBEE PROFILING est une Entreprise de Services du Numérique (ESN) qui a été créée en 2016. Nos équipes, en interne, sont composées de consultants test logiciel et de product owners qui interviennent en assistance technique, chez nos clients.Nous mettons l’accent sur la forte expertise de nos consultants, la qualité des prestations assurées, des relations de confiance qui s’inscrivent dans la durée, un management bienveillant et participatif, le plaisir de travailler ensemble.Retrouvez-nous aussi sur :Linkedin : www.linkedin.com/company/frisbee-profilingTwitter : @FrisbeeProfil ",https://www.frisbee-profiling.fr,"ISTQB,Recette",https://www.linkedin.com/authwall?trk=ripf&trkInfo=AQEc0xjaQY7d0AAAAYPs1M5oe_DwAjeDzxj5bD4aP2-OktOE0ZDeWCQWKvVQFAPgAjFxsA7DBeEdfidnVyKpEtRGQgPn15mxNDTtMjqzGyVRRM2O4UIWe3oPRQ7RW_Muu2oXn30=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Ffrisbee-profiling,,,,https://www.free-work.com/fr/companies/frisbee-profiling,https://www.free-work.com/fr/companies/frisbee-profiling
QUADRIS,1993,"
 5 millions
","
 20 - 99
","
 Boulogne-Billancourt, Île-de-France
","
 ESN
"," Créée en 1993, QUADRIS est une ESN (SSII) spécialisée sur les technologies Microsoft dans les domaines du Développement, du Collaboratif et du Cloud.Avec plus de 500 références clients dont la plupart sont des grandes entreprises, QUADRIS propose une très forte expertise technique qui permet d’accompagner ses clients dans leurs projets de transformation vers le cloud et les applications numériques. ",https://www.quadris.fr,,,,,,https://www.free-work.com/fr/companies/quadris-1,https://www.free-work.com/fr/companies/quadris-1
BGC Bring Global Consulting,2015,"
 1000K€
","
 < 20
","
 Neuilly-sur-Seine, Île-de-France
","
 Cabinet de conseil
"," BGC est cabinet de conseil en organisation, spécialisé en management des transformations : agilité, projets, programmes, portefeuilles, technologies.Offres de conseil :Stratégie & vision : au plus près des décideursDigitalisation : Focus sur les expériences augmentéesConseil en technologie : au coeur des technologies et de l'innovation 0 offre d’emploi en ligne 0 offre de mission en ligne",,"Business Analyst,Business Intelligence,Digital,Direction de projet,Office 365,PMO,Scrum master,securite,Management,Pilotage,+12",,,,,https://www.free-work.com/fr/companies/bgc-bring-global-consulting,https://www.free-work.com/fr/companies/bgc-bring-global-consulting
EXAKIS NELITE,2001,"
 70000000
","
 250 - 999
","
 Paris, France
","
 ESN
"," Exakis Nelite est le premier partenaire pure-player Microsoft indépendant en France. Entité leader de l’intégration de solutions Microsoft, nous disposons des plus hauts niveaux de certification en la matièreCette expertise transverse, couplée à la force du groupe Magellan Partners, nous place au cœur des enjeux de l’innovation numérique : Modern Work, migration vers Cloud Azure, Applications Data, IoT, Cybersécurité, IA et Services Cognitifs etc.Relevons ensemble vos défis numériques ! ",https://www.exakis-nelite.com/,,https://www.linkedin.com/authwall?trk=ripf&trkInfo=AQEZJumQJuemtQAAAYPs1RS4IeBbYNfTLoiweyLpe7o0sTby3viQF5Gjf6tsgYolksRFnoxEkWcVIwjYAcv7a7CT7ZxG3r_TcizaqqJhRXIcx5GT1CQzAGPRVxOgA-ffErdH7NQ=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fexakis-nelite%2F,,,,https://www.free-work.com/fr/companies/exakis-nelite-1,https://www.free-work.com/fr/companies/exakis-nelite-1
One Logic,2014,"
 Non renseigné
","
 20 - 99
","
 Paris, France
","
 ESN
"," One Logic Consulting Group - Entreprise Techie, Agile et BienveillanteCraftsmanship, code de qualité et une communauté bienveillante sont les principaux ingrédients chez One Logic. Aidez-nous à concevoir des logiciels exceptionnels.----------Nous sommes des développeurs!One Logic structure son offre de services autour de l'expertise en développement et architecture logicielle MOE - FrontendAngular, ReactJS, PolymerMOE - BackendJava, C#, Node, ELKMOE - Indus.Python, Ansible, Jenkins, Shell, PowershellCI/CD - As CodeIntegration / Livraison continue, Virtualisation (Cloud), QualimetrieQA - As CodeRecette fonctionnelle avec automatisation de tests (Selenium, Ranorex, Uft)Infra - As CodeInfrastructure, Supervision, Support technique, applicatif et fonctionnel 0 offre d’emploi en ligne 0 offre de mission en ligne",https://onelogic.fr,".NET,.NET CORE,Angular,c#,Dépannage,Design,Design system,Java,Python,Spring,+14",https://www.linkedin.com/authwall?trk=gf&trkInfo=AQGnUfIzmjpIcQAAAYPs1TAQSHVV4XgTOUQwyizuaiyMX0tFN7V9FsZ5j2cMJvXmYzjvUejsFBD330qvLsDINSSs3Jx3KZp5weP10gdOFWWzznqctJAnv05hegd2nt8o8LKtjOU=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fone-logic%2F,,,,https://www.free-work.com/fr/companies/one-logic,https://www.free-work.com/fr/companies/one-logic
ANIDRIS SERVICES (EN),2013,"
 Non renseigné
","
 < 20
","
 Medingen, Luxembourg
","
 Cabinet de recrutement / placement
"," Click to edit position descriptionAnidris Services aims at proposing an end-to-end portfolio of Services in the field of IT Infrastructure Services, in line with the successful strategy developed by Anidris in Luxembourg over the last years. We believe that our local presence and our expertise in critical IT environments are our assets to bring customer satisfaction we are constantly looking for. 0 offre d’emploi en ligne 0 offre de mission en ligne",http://www.anidris.lu,,,,,,https://www.free-work.com/fr/companies/anidris-services-en-1,https://www.free-work.com/fr/companies/anidris-services-en-1
Kaïbee,Non renseigné,"
 Non renseigné
","
 < 20
","
 Paris, France
","
 ESN
"," Kaibee est une société spécialisée sur toutes les problématiques et les compétences liées à des projets de développement applicatifs sur des technologies objets ou Web (Java / Android / Ios / Windows Phone / Ruby / C++ / .Net / Javascript / anguar.Js... ): Nous intervenons sur des prestations de : - Gestion de projet / scrum mastering - Expertise technique (audit de code, architecture, refactoring, audit de performances..- Architecture logicielle / conception - Développement - Craftsmanship / tests / recette / intégration continue ",http://www.kaibee.fr,,,,,,https://www.free-work.com/fr/companies/kaibee-2,https://www.free-work.com/fr/companies/kaibee-2
FAO CONSULTING,2014,"
 Non renseigné
","
 20 - 99
","
 Levallois-Perret, Île-de-France
","
 ESN
"," FAO Consulting est un cabinet de conseil en Ingénierie informatique spécialisé en Assistance à Maitrise d’Œuvre, Assistance à Maitrise d’Ouvrage et Assistance opérationnelle.FAO Consulting a été créée en Mars 2014 et compte aujourd’hui plus de 70 Consultants.Nous proposons à nos clients des ressources possédant des compétences qui correspondent principalement aux critères suivants :Maitrise de l’environnement technique,Maitrise de l’environnement fonctionnel,Autonomie et aisance relationnelle afin de bien s’intégrer dans les équipes.Nos consultants interviennent en Assistance Technique sous la responsabilité du client, en Assistance Technique Groupée ou sur des missions au Forfait.Nous assurons le suivi régulier de nos prestations afin d’évaluer la qualité et d’améliorer les performances de nos interventions.  0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.fao-consulting.com,,,,,,https://www.free-work.com/fr/companies/fao-consulting,https://www.free-work.com/fr/companies/fao-consulting
MGI Consultants,Non renseigné,"
 Non renseigné
","
 250 - 999
","
 Paris, France
","
 ESN
"," MGI Consultants (320 personnes) est une ESN créée depuis 30 ans et présente à Paris, Toulouse et Genève. MGI Consultants est une société de conseil et d'expertise spécialisée dans la Gestion des Infrastructures Informatiques.Dans ce cadre, notre offre de services se décline sous la forme de prestations en Assistance Technique, Projet au Forfait, Infogérance et Centres de Services.=> les domaines sur lesquels nous proposons d'accompagner nos clients sont les suivants : - Audit, conseil et expertise : Ingénierie systèmes (Unix, Linux, Windows, Citrix, ...) / Intégration systèmes, Virtualisation, gestion de projet MOE / MOA, gestion de projet d'Infrastructures,- Exploitation / Production / MCO : Ingénierie, administration, stockage, sauvegarde, supervision, maintien en condition opérationnelle dans le respect des bonnes pratiques d’ITIL, support niveaux 2 et 3, - Conseil, expertise et support Poste de travail : Intégration d'applications, packaging applicatif, gestion des évolutions, migration de parc (Etude, Ingénierie fonctionnelle et technique, Déploiement), gestion de parc, support de niveau 1, support de proximité, support VIP, - Qualité opérationnelle : Plan d'Assurance Qualité / Plan de Maîtrise des Risques / Plan De Réversibilité / Plan Qualité Projet, Méthode Agile KanBan,- Continuité de service : Plan de Continuité d'Activité / Plan de Reprise d'Activité. ",https://mgi-recrute.fr/,"Base de données,Pilotage,Exchange,infrastructure,architecture,Informatique,Gestion de projets,Azure,API,server,+12",https://www.linkedin.com/authwall?trk=ripf&trkInfo=AQEYHjcf4EczuAAAAYPs1aFYKuHAkPOr_B1Z19WSG_kOM3-FRDdkslCnLq78FX85QGG-fqOk7i1_7C8y7IchIz5zMKQn06MtVEYolZtISmtxrZlnQJt6wD--ho0Ju4nMabZ8UEU=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fmgi-consultants%2Fa,,,,https://www.free-work.com/fr/companies/mgi-consultants-4,https://www.free-work.com/fr/companies/mgi-consultants-4
SOREDI,1989,"
 Non renseigné
","
 20 - 99
","
 Guyancourt, Île-de-France
","
 Cabinet de conseil
"," SOREDI Group est un partenaire en matière d’expertise et d’architecture IT, de réseaux et cybersécurité. Nous avons développé un savoir-faire et une offre de services autour de : · Architecture technique · Expertise technique infrastructures · Infrastructures Réseaux, Cybersécurité· Intégration de plateformes de service et d’applications · Infrastructure Unix, Linux · Administration systèmes, Bases de données, Serveurs d’applications, Serveurs de données, Ordonnanceurs 0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.soredi-group.com/,,,,,,https://www.free-work.com/fr/companies/soredi-1,https://www.free-work.com/fr/companies/soredi-1
Deloren Consulting,2012,"
 Non renseigné
","
 20 - 99
","
 Paris, France
","
 ESN
", Deloren Consulting est une Société spécialisée sur les métiers de l'Assistance à la Maitrise d'Ouvrage et sur l'informatique décisionnelle. Nos experts commerciaux et RH sont également capables de s'adapter aux besoins des clients et peuvent répondre à d'autres besoins. Deloren Consulting intervient principalement dans le secteur de la Banque Finance Assurance. 0 offre d’emploi en ligne 0 offre de mission en ligne,http://deloren-consulting.fr,,,,,,https://www.free-work.com/fr/companies/deloren-consulting,https://www.free-work.com/fr/companies/deloren-consulting
Pimer Consulting,2013,"
 Non renseigné
","
 < 20
","
 Montrouge, Île-de-France
","
 Cabinet de conseil
"," Nous sommes une entreprise de services du numérique (ESN), crée en 2013, accompagnant nos clients en sélectionnant les meilleurs talents du numérique pour accompagner vos projets. Nous sommes guidés par l’excellence et l’expertise de nos consultants. Nous avons la conviction que la technologie mise au service de l'humain permet d'améliorer notre quotidien. Primer Consulting est orientée sur 3 axes: le Low Coding, les Nouvelles Technologies & la Cybersécurité 0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.primer-consulting.com/,,,,,,https://www.free-work.com/fr/companies/pimer-consulting,https://www.free-work.com/fr/companies/pimer-consulting
cba sourcing/eurogenia,2014,"
 Non renseigné
","
 < 20
","
 Plan-les-Ouates, Genève, Suisse
","
 Cabinet de recrutement / placement
"," Nous sommes une structure suisse basée à Genève, nous proposons à nos clients des solutions de staffing (délégation de personnel, placement permanent et pré-embauche) spécialisées en Technologies de l'Information, des Télécommunications et disciplines associées. Nous accompagnons nos clients en Suisse, France, BeLux et au-delà pour les satisfaire dans leurs recherches de ressources spécialisées. Nos focus technologiques en termes de delivery sont les ERP/BI/CRM/GED/SIRH/SIG, les infrastructures, les télécommunications, le digital & l’informatique embarquée/IoT.Et les métiers couverts incluent les profils support, les développeurs jusqu’aux ingénieurs sécurité en passant par les chefs de projets/business analystes, les formateurs, les IT sales et les directeurs de département informatique.Enfin, les secteurs d’activité que nous servons sont principalement la Banque-Assurance, le Négoce de matières premières, l’Industrie, le BTP, l’Édition de logiciels, E-Commerce… 0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.cba-sourcing.,,,,,,https://www.free-work.com/fr/companies/cba-sourcing-eurogenia,https://www.free-work.com/fr/companies/cba-sourcing-eurogenia
METALINE,Non renseigné,"
 Non renseigné
","
 250 - 999
","
 Nanterre, Île-de-France
","
 ESN
"," Infogérance support aux utilisateurs :Assistance helpdesk, Assistance transfert, gestes de proximité, gestion de salles, intendance informatique, relocalisation informatique, transfert Serveurs et Data Center, Helpdesk, Gestion des postes de travail, Gestion de votre parc informatiqueInfogérance infrastructure :Audit avec rapport technique et conseils d'évolution, Supervision : télésurveillance informatique, Support technique N1 à 3, Administrateurs, experts, Sécurités antispam et antivirus de messagerie antivirus postes et serveurs, sauvegardes, sécurisée des données, Microsoft Office 365 certifié sur la solution 0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.hotline.fr,,,,,,https://www.free-work.com/fr/companies/metaline-4,https://www.free-work.com/fr/companies/metaline-4
UMANTIC,2013,"
 Non renseigné
","
 20 - 99
","
 Paris, France
","
 ESN
"," Quodagis est une ESN spécialisée dans le support aux infrastructures des entreprises: télécom, système et réseaux, management du parc IT, sécurité, infogérance. Elle est composée de 3 structures:- EODesk: Centre de Service Desk situé à Aurillac qui permet de proposer un excellent service à des prix attractifs.- Umantic: Assistance technique spécialisée en chef de projets pour des sujets infra.- It-Tude : Intégrateurs de solution ITSM et partenaire privilégié de l'éditeur BMC. ",http://www.quodagis.fr,,,,,,https://www.free-work.com/fr/companies/umantic,https://www.free-work.com/fr/companies/umantic
SYD CONSEIL MANAGEMENT,Non renseigné,"
 Non renseigné
","
 250 - 999
","
 Saint-Herblain, Pays de la Loire
","
 Cabinet de conseil
"," SYD accompagne votre transformation continue et vous permet de prendre l’ampleur qui est la vôtre. Donnons du sens à vos initiatives digitales, embarquons chacun à vos côtés. Nos métiers : 💡 Conseil - Pilotage - Organisation - Agilité - Infrastructure & sécurité ⚙️Intégration de solutions - Microsoft Dynamics (ERP D365 Finances et Opérations, CRM Microsoft Sales/Marketing/Field Services, PowerBI et les solutions Salesforce : Sales, Marketing, customer service.... - Solution de Gestion des interactions clients (Kiamo, speakylink...) - Développement applicatif (Projets clé en main , mise à disposition de ressources, centre de service dédié) 👁️‍🗨️ Communication - Grâce à notre studio de Motion Design Blackmeal SYD c'est avant tout une culture du « Care » placée au cœur de nos relations clients/ partenaires/ collaborateurs et basée sur : • Nos Valeurs : Intégrité, Respect et Solidarité définies par les collaborateurs et terrain de jeu du Vivre Ensemble • 8 dimensions du Bien-Être directement associées au Management et à la Vision Partagée de l’Entreprise • Une Entreprise Libérée ou chaque collaborateur se sent légitime pour engager l’Entreprise dans l’intérêt de ses Clients. • La Fondation SYD à qui le Groupe verse 10% de ses résultats et qui permet de financer des projets des collaborateurs dans le domaine Social, Sociétal ou Environnemental Nous sommes constamment en train de recruter de nouvelles pépites pour nous accompagner dans nos folles aventures !Chez nous, tu peux venir comme tu es ! Nous recherchons simplement des personnes qui partagent nos valeurs (Respect, Solidarité et Intégrité) car nous accordons autant d’importance au savoir être qu’au savoir-faire. Et des personnes autonomes car chez SYD il n’y a pas de petit chef, chacun gère son périmètre et travaille sur un même pied d’égalité. Ce qui fera la différence pour que tu rejoignes l’aventure ? Ton énergie, ton talent et tes savoir-faire inédits (et oui, champion de babyfoot en 2012, ou mordu de pelote basque, ce sont bien des savoir-faire inédits) ! ",https://www.syd.fr/,,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQHK86qRfn74-QAAAYPs1jHgmUXJW2wrLZ6TARGkjoiDlX-Z21LzD3BZR9PVOKihqmmbQ6f4-bre5-3EhGU9GAoh_H_Mn94aw87f53IjRJCrECevr1njkNmUJ6SpA9e6MEI1HkE=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fgroupe-syd%2Fmycomp,,,,https://www.free-work.com/fr/companies/syd-conseil-management,https://www.free-work.com/fr/companies/syd-conseil-management
Ositel France,2014,"
 Non renseigné
","
 < 20
","
 Paris, France
","
 ESN
"," Ositel est une société de service spécialisée dans l’ingénierie et le conseil en nouvelles technologies (NTIC)Ositel accompagne ses clients pour la modernisation des réseaux Telecom et la transformation digitale des systèmes d’informationConjuguant une double expertise technologique et métier, Ositel propose à ses clients un accompagnement privilégié pour la réalisation des prestations d’ingénierie et de maîtrise d’ouvrage ou d’œuvre sur des expertises pointues (Réseaux Télécom et IT) en mode conseil et assistance technique ou en mode projet (Outsourcing )Nos consultants accompagnent nos clients pour : Développer des systèmes d’information robustes et fiables Concevoir des solutions innovantes pour s’aligner avec les évolutions technologiques Industrialiser les processus IT Adapter les architectures des systèmes aux contraintes techniques et réglementaires Piloter les projets IT avec des méthodes intelligentes éprouvées Garantir l’efficacité de l’exploitation des données numériquesNotre catalogue d’offre de services : Urbanisation et architecture des systèmes d'information AMOA /AMOE: expression besoins métiers, rédaction des spécification fonctionnelles Modélisation et réalisation des applications bancaires des technologies Objet (Java, J2EE, .net, C++…) Paramétrage et développement des progiciels. Maintenance corrective et évolutive des Mainframes Support et administration des bases de données ",http://www.ositel-group.com,,,,,,https://www.free-work.com/fr/companies/ositel-france,https://www.free-work.com/fr/companies/ositel-france
AIS,1985,"
 Non renseigné
","
 100 - 249
","
 Saint-Herblain, Pays de la Loire
","
 ESN
"," SSII et intégrateur conseil, AIS est un acteur informatique incontournable sur la région Ouest.Implantés sur l’agglomération nantaise depuis 1985, AIS propose des collaborateurs expérimentés et certifiés pour accompagner les grands comptes et les grandes entreprises dans la réussite de leurs projets informatiques.Spécialistes des métiers d’ingénierie informatique – conseil en organisation, AMOA/AMOE, infrastructure systèmes et réseaux, exploitation, infogérance, expertise technique, développement applicatif – AIS est également fournisseur de matériels (serveurs, stockage, réseaux) et de logiciels (systèmes, sécurité, collaboration, utilitaires).Le savoir-faire d’AIS est validé par les éditeurs et constructeurs majeurs du marché à travers des agréments sociétés et les certifications de ses collaborateurs.AIS est organisé en pôles métier pour répondre aux besoins de ses clients:• 	Infrastructure : Solution globale depuis l’étude, la conception et la vente de l'infrastructure jusqu'à la mise en production et le support.• 	Solutions Applicatives : Réalisation de développements sur mesure et Tierce Maintenance Applicative de vos applications.• 	Exploitation Informatique : Maintien en Condition Opérationnelle d’infrastructures informatiques en équipe dédiée ou mutualisée.• 	Ingénierie Informatique : Délégation de profils expérimentés et certifiés sur des missions d'ingénierie, de développement, d’AMOA et d’AMOE.AIS peut se prévaloir de plus de 300 certifications collaborateurs et d’agréments entreprise éditeurs et constructeurs parmi lesquels : -	Microsoft GOLD & SILVER-	Habilitations Microsoft DPS pour délivrer des services de consulting autour des solutions Windows Server, System Center, Hyper-V, Windows 7, Office 2010 et 365, Lync, Exchange et SharePoint-	Microsoft Academic Education Reseller-	Microsoft Cloud Essentials (Office 365 & Azure)-	Microsoft SATV (SoftWare Assurance Training Voucher)-	Citrix Solution Advisor Silver-	VMware Entreprise Solution Provider-	Novell & Suse Advanced Certified End-User computing & Datacenter-	Symantec SMB Silver-	Oracle Gold-	IBM Advanced Business Partner Messaging & Collaboration-	Veeam Pro Partner-	HP Silver Serveurs avec compétences Stockage et Services-	NetApp Silver-	Dell Preferred Partner-	IBM Warranty Service Provider-	Cisco Select-	Kemp Authorized PartnerPlus d'infos sur: http://www.groupeais.fr/ ",http://www.groupeais.fr/,,,,,,https://www.free-work.com/fr/companies/ais-1,https://www.free-work.com/fr/companies/ais-1
Amiltone,2011,"
 Non renseigné
","
 20 - 99
","
 Villeurbanne, Auvergne-Rhône-Alpes
","
 Cabinet de conseil
"," Forte d'une expérience reconnue par nos clients, Amiltone est une société de conseil organisée autour de 3 domaines d'activités : - L'ingénierie Industrielle - Les systèmes d'information & réseau - Le management de projet innovant Amiltone accompagne ses clients dans leurs quêtes d’innovation et de productivité. Notre engagement : être à l’écoute de nos clients, pour comprendre parfaitement leurs problématiques et leur proposer des offres adaptées, des solutions innovantes. ",http://www.amiltone.com,,,,,,https://www.free-work.com/fr/companies/amiltone-2,https://www.free-work.com/fr/companies/amiltone-2
GROUPE ALLIANCE,1997,"
 Non renseigné
","
 100 - 249
","
 Paris, France
","
 ESN
"," Le Groupe ALLIANCE a été fondé en août 1997 par Monsieur Michael MALKA, Président actuel.Dès son origine, le Groupe a proposé une offre de service basée sur l’accompagnement et la mise en œuvre de solutions innovantes dans les technologies de l’information et de la communication.Principaux domaines d’expertise Activité « Conseil & Transformation » :•	Offre Maitrise d’Ouvrage & Qualification des SIRéunir les acteurs du changement sur les aspects fonctionnels, réglementaires, légaux et statutaires et permettre d’assurer le maintien du SI en adéquation avec les obligations du métier.Activité « Digital & SI » :•	Offre MobilitéRenforcer l'efficacité des communications entre l'entreprise, ses clients et ses différents partenaires, développer de nouvelles opportunités, fluidifier l'échange interne et externe de l'information, définir de nouveaux usages et offrir un service disruptif et innovant.•	Offre E-BusinessAccompagnement sur l’implémentation de réseaux sociaux d'entreprise, sur votre Intranet ou encore sur du E-learning.•	Offre Applications BureautiquesRéponse dédiée et adaptée techniquement et financièrement aux équipes métiers qui ne veulent plus ou ne peuvent plus maintenir ou faire évoluer leurs applications.Activité « Big Data & Data Science »•	Offre Data ScienceFaciliter la prise de décision par les décideurs, mesurer le degré de réalisation d'un objectif ou la mise en œuvre d'une stratégie ou d'accomplissement d'un travail ou d'une activité.•	Offre Big DataProposer des solutions permettant d'agir sur les leviers de croissance de l’entreprise sur la base d’une donnée plus riche, plus valorisée et plus fiable.Activité « Infrastructure & DevOps » :•	Offre InfrastructureS’engager dans l’évolution des systèmes d’information de nos clients en apportant l’expertise de nos collaborateurs sur l’ensemble des métiers de la Production.•	Offre ProductionSe placer dans le cycle de vie des services, entre la recette et la fin de vie d'un service : mise en œuvre et maintenance des services en condition opérationnelle ",https://www.groupealliance.eu,,,,,,https://www.free-work.com/fr/companies/groupe-alliance-1,https://www.free-work.com/fr/companies/groupe-alliance-1
Bilink,Non renseigné,"
 Non renseigné
","
 < 20
","
 Paris, France
","
 Cabinet de conseil
"," Bilink se positionne comme le partenaire stratégique de ses clients en les accompagnant dans leurs projets de valorisation de données. L’agilité que nous confère notre taille nous permet de garder une longueur d’avance sur les innovations qui constitueront votre paysage applicatif dans les années à venir.La performance par l’innovation est dans l’ADN de Bilink, à cette fin nous disposons d’un laboratoire nous permettant de faire bénéficier nos clients des dernières innovations technologiques tout en organisant notre veille technologique. L’accompagnement lors de la réalisation de proof of concept ou d’application pilote permet de réduire les temps de décision et d’atteindre vos objectifs rapidement avec agilité. 0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.bilinksolutions.com/,,,,,,https://www.free-work.com/fr/companies/bilink-1,https://www.free-work.com/fr/companies/bilink-1
1UP,2012,"
 Non renseigné
","
 < 20
","
 Paris, France
","
 Cabinet de conseil
"," Créé en 2012, 1UP est un cabinet de conseil spécialisé en Informatique. Nos services se regroupent selon six catégories: - Tierce maintenance applicative (TMA)- Gestion des projets informatiques- Maitrise d’œuvre / assistance a maitrise d’œuvre informatique (MOE/ AMOE) - Assistance a maitrise d’ouvrage (AMOA)- Organisme de formation n° 11 95 05933 95- ESN TALENT: Selected IT Human Ressources provisioning ",https://www.1-up.biz/,,,,,,https://www.free-work.com/fr/companies/1up-1,https://www.free-work.com/fr/companies/1up-1
T&T Consulting,1999,"
 Non renseigné
","
 250 - 999
","
 Sèvres, Île-de-France
","
 ESN
"," T&T Consulting est la filiale France du groupe NORDWAND S.A.S, entreprise de Conseils en nouvelles Technologies, Télécom, Réseaux et Systèmes d’Information. Depuis plus de 20 ans, nous réalisons pour nos clients grands comptes des projets à forte valeurs ajoutées dans les secteurs des Télécoms, du Transport de la Banque Assurance, de l’Industrie et de l’EnergieLe siège social de T&T Consulting est basé à Sèvres avec des filiales en Europe Centrale (Slovaquie et République Tchèque) et en Afrique du Nord (Tunisie et au Maroc).T&T Consulting compte plus de 315 collaborateurs impliqués sur des projets en France comme à l’étranger et un chiffre d'affaire de plus de 18M€. 0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.t-tconsulting.com/,,,,,,https://www.free-work.com/fr/companies/t-t-consulting-1,https://www.free-work.com/fr/companies/t-t-consulting-1
